cas_number,cas,chemical_name,dtxsid_ecotox,PubChem_CID,FOUND_BY,DTXSID_DTX,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,QSAR_READY_SMILES,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,QC_LEVEL,LOG_S,LOG_S_AD,S_AD_index,LOG_S_COMMENT,EXCLUDE,REMARKS
1912249,1912-24-9,"6-Chloro-N-ethyl-N'-(1-methylethyl)-1,3,5-triazine-2,4-diamine",DTXSID9020112,2256,DSSTox_Substance_Id,DTXSID9020112,Atrazine,1912-24-9,MXWJVTOOROXGIU-UHFFFAOYSA-N,"6-Chloro-N~2~-ethyl-N~4~-(propan-2-yl)-1,3,5-triazine-2,4-diamine",CCNC1=NC(NC(C)C)=NC(Cl)=N1,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)
",CCNC1N=C(Cl)N=C(NC(C)C)N=1,C8H14ClN5,215.69,215.0937732,1,-3.7,1,0.998,OPERA_2.9,NA,NA
